,permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_number_suffix,street_name,street_suffix,unit,unit_suffix,description,status,status_date,filed_date,issued_date,completed_date,first_construction_document_date,structural_notification,number_of_existing_stories,number_of_proposed_stories,voluntary_soft_story_retrofit,fire_only_permit,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,tidf_compliance,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,site_permit,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at
157,202306230735,8,otc alterations permit,2023-06-23T00:00:00.000,6536,017,448,,Vicksburg,St,,,scaffold installation to clean and pressure wash windows.,filed,2023-06-23T10:57:57.000,2023-06-23T10:57:57.000,,,,,2.0,2.0,,,5000.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T10:59:31.000,in-house,N,Y,8,Noe Valley,94114.0,POINT (-122.428634625 37.750133373),parcel_centroid,1671856206660,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
158,202306230748,8,otc alterations permit,2023-06-23T00:00:00.000,3591,022,450,,Shotwell,St,,,install 2 hood and duct ul-300 fire suppression systems.,issued,2023-06-26T08:39:11.000,2023-06-23T11:29:48.000,2023-06-26T08:39:11.000,,,,2.0,2.0,,Y,5000.0,5000.0,workshop commercial,,workshop commercial,,2,,"F-1,B","F-1,B",3,constr type 3,3,constr type 3,,2023-06-26T08:33:47.000,in-house,N,Y,9,Mission,94110.0,POINT (-122.416295864 37.760922579),parcel_centroid,1671869160644,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
159,202306230767,8,otc alterations permit,2023-06-23T00:00:00.000,1864,003,1563,,18th,Av,,,as built fire sprinkler permit 202210315560. revise underground pipe diameter per nfpa 24.,issued,2023-06-26T12:39:28.000,2023-06-23T12:54:11.000,2023-06-26T12:39:28.000,,,,2.0,2.0,,Y,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:37:53.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.476041284 37.758696887),parcel_centroid,1671889117808,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
160,202306230792,8,otc alterations permit,2023-06-23T00:00:00.000,3755,041,19,,Heron,St,,,removal of 9 unauthorized units in a 2-story warehouse building. project to rever building to last authorized with a conditional use (cua) per pcs 317(c)(1).,filed,2023-06-23T15:30:22.000,2023-06-23T15:30:22.000,,,,,2.0,2.0,,,5000.0,0.0,"warehouse,no frnitur",,"warehouse,no frnitur",,2,,"S-2,B","S-2,B",1,constr type 1,1,constr type 1,,2023-06-23T15:30:58.000,in-house,N,Y,6,South of Market,94103.0,POINT (-122.408406271 37.77446986),parcel_centroid,1671917166322,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
161,202306230707,8,otc alterations permit,2023-06-23T00:00:00.000,7295,038,3251,,20th,Av,,,213a: modify 52 sprinkler heads. ref 202304276624,issued,2023-06-23T12:38:40.000,2023-06-23T08:58:41.000,2023-06-23T12:38:40.000,,,,2.0,2.0,,Y,22000.0,32918.0,retail sales,0.0,retail sales,0.0,2,,"M,B,A-2","M,B,A-2",2,constr type 2,2,constr type 2,,2023-06-23T12:32:32.000,in-house,N,Y,7,Lakeshore,94132.0,POINT (-122.476718403 37.728624167),parcel_centroid,1671826507987,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
162,202306230706,8,otc alterations permit,2023-06-23T00:00:00.000,0766,013,590,,Van Ness,Av,,,to comply with accessible business entrance program abe #202007092840. remove door mat as req by abe checklist.,filed,2023-06-23T08:49:39.000,2023-06-23T08:49:39.000,,,,,1.0,1.0,,,1.0,0.0,food/beverage hndlng,,food/beverage hndlng,,0,,B,B,3,constr type 3,3,constr type 3,,2023-06-23T09:19:20.000,in-house,N,Y,5,Tenderloin,94102.0,POINT (-122.419942864 37.78083159),parcel_centroid,1671825508413,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
163,202306230742,8,otc alterations permit,2023-06-23T00:00:00.000,1333,012,169,,25th,Av,,,"revision to bpa#202206176564, remove chimney & open skylight.",filed,2023-06-23T11:21:17.000,2023-06-23T11:21:17.000,,,,,3.0,3.0,,,1500.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T11:22:07.000,in-house,N,Y,1,Seacliff,94121.0,POINT (-122.485519417 37.786315749),parcel_centroid,167186496127,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
164,202306230773,8,otc alterations permit,2023-06-23T00:00:00.000,1220,008,1226,,Page,St,,,installation of new sprinkler monitoring system  sprinkler waterflow and supervisory system,filed,2023-06-23T13:34:12.000,2023-06-23T13:34:12.000,,,,,3.0,3.0,,,6300.0,0.0,apartments,5.0,apartments,5.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T13:35:05.000,in-house,N,Y,5,Haight Ashbury,94117.0,POINT (-122.441174226 37.771985678),parcel_centroid,167189892806,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
165,202306230757,8,otc alterations permit,2023-06-23T00:00:00.000,0340,016,177,,Eddy,St,,,conditional use authorization of rear yard as outdoor dining area,filed,2023-06-23T12:13:16.000,2023-06-23T12:13:16.000,,,,,2.0,2.0,,,1.0,0.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2,,"B,A-2","B,A-2",5,wood frame (5),5,wood frame (5),,2023-06-23T12:15:49.000,in-house,N,Y,5,Tenderloin,94102.0,POINT (-122.410386328 37.783930574),parcel_centroid,1671878374018,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
166,202306230712,8,otc alterations permit,2023-06-23T00:00:00.000,2967A,002,555,,Teresita,Bl,,,"revision to pa# 202102054171, infill exsiting garage door tp sunroom, add cedar siding to the garage wall inside the sun room.",issued,2023-06-23T10:38:04.000,2023-06-23T09:29:57.000,2023-06-23T10:38:04.000,,,,2.0,2.0,,,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T10:31:51.000,in-house,N,Y,7,West of Twin Peaks,94127.0,POINT (-122.445889783 37.738594305),parcel_centroid,1671832148316,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
167,202306230777,8,otc alterations permit,2023-06-23T00:00:00.000,3568,035A,190,,Albion,St,,,to obtain final inspection for work approved under pa# 200405174112. all work is complete.,issued,2023-06-23T14:13:11.000,2023-06-23T14:08:28.000,2023-06-23T14:13:11.000,,,,2.0,2.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:10:55.000,in-house,N,Y,9,Mission,94110.0,POINT (-122.422931738 37.763491485),parcel_centroid,1671903159057,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
168,202306230702,8,otc alterations permit,2023-06-23T00:00:00.000,0331,028,222,,Taylor,St,,,"repair 6"" underground piping for fire sprinkler system @ residential building that is leaking @ 6"" 90 ell",issued,2023-06-23T12:57:01.000,2023-06-23T08:32:45.000,2023-06-23T12:57:01.000,,,,9.0,9.0,,Y,18580.0,18580.0,apartments,113.0,apartments,113.0,2,,"B,M,R-2","B,M,R-2",1,constr type 1,1,constr type 1,,2023-06-23T12:51:02.000,in-house,N,Y,5,Tenderloin,94102.0,POINT (-122.410661522 37.784486516),parcel_centroid,1671821514611,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
169,202306230763,8,otc alterations permit,2023-06-23T00:00:00.000,1635,028,650,,10th,Av,,,to obtain final inspection for work approved under pa# 2018-0222-1900: 2018-0319-4081: 2020-0707-9684: all work is complete.,issued,2023-06-23T12:42:34.000,2023-06-23T12:35:44.000,2023-06-23T12:42:34.000,,,,3.0,3.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T12:38:46.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.467890477 37.776087351),parcel_centroid,1671885107832,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
170,202306230713,8,otc alterations permit,2023-06-23T00:00:00.000,1224,017,1686,,Page,St,0.0,,to verify existing sound levels in sleeping areas complywing with sffc section 1103.7.6.1,issued,2023-06-26T13:03:25.000,2023-06-23T09:32:57.000,2023-06-26T13:03:25.000,,,,2.0,2.0,,Y,1.0,1.0,apartments,3.0,apartments,3.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:01:47.000,in-house,N,,5,Haight Ashbury,94117.0,POINT (-122.448461556 37.77100234),parcel_centroid,1671834403844,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
171,202306230691,8,otc alterations permit,2023-06-23T00:00:00.000,0236,017,100,,California,St,,,"6/f: relocate 6 pendent sprinklers, ref pa# 202212138185",issued,2023-06-26T09:41:23.000,2023-06-23T07:48:13.000,2023-06-26T09:41:23.000,,,,14.0,14.0,,Y,3750.0,3750.0,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-26T09:34:46.000,in-house,N,Y,3,Financial District/South Beach,94111.0,POINT (-122.398061963 37.793949067),parcel_centroid,167181063367,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
172,202306230736,8,otc alterations permit,2023-06-23T00:00:00.000,3720,009,415,,Mission,St,,,"31/f & 32/f: demo only of (e) convenience stair.  31/f & 32/f to remain unoccupied.  convenience stairs @ levels 33, 34 & 35 to remain.",filed,2023-06-23T10:58:21.000,2023-06-23T10:58:21.000,,,,,63.0,63.0,,,200000.0,0.0,office,,office,,2,,"B,M,A-3","B,M,A-3",1,constr type 1,1,constr type 1,,2023-06-23T13:04:52.000,in-house,N,Y,6,Financial District/South Beach,94105.0,POINT (-122.396800614 37.789855342),parcel_centroid,1671857495332,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
173,202306230726,8,otc alterations permit,2023-06-23T00:00:00.000,4072,038,701,,Rhode Island,St,,,in-kind bathroom remodel.,filed,2023-06-23T10:28:39.000,2023-06-23T10:28:39.000,,,,,2.0,2.0,,,75000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T10:40:37.000,in-house,N,Y,10,Potrero Hill,94107.0,POINT (-122.401862804 37.76085136),parcel_centroid,1671848494266,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
174,202306230753,8,otc alterations permit,2023-06-23T00:00:00.000,1880,002,1505,,34th,Av,,,replace shower pan & solid surface walls in master bath & guest bath in kind. replace valve in both bathroom in kind.,issued,2023-06-23T12:52:03.000,2023-06-23T11:57:12.000,2023-06-23T12:52:03.000,,,,3.0,3.0,,,12800.0,30000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T12:47:14.000,in-house,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.493207066 37.758893965),parcel_centroid,1671874118569,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
175,202306230766,8,otc alterations permit,2023-06-23T00:00:00.000,0101,017,1806,,Mason,St,,,"replace fire alarm system to comply with sffc section 1103.7.6.1. replace (e) facp with new f/a control unit. install new aes radio comm, new remote power supply, new smoke detectors, new pull stations, new monitoring modules to monitor aes radio, water flow, and rope tamper. install lf sounders",issued,2023-06-26T11:09:01.000,2023-06-23T12:47:00.000,2023-06-26T11:09:01.000,,,,3.0,3.0,,Y,10000.0,43100.0,apartments,6.0,apartments,6.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T11:08:02.000,in-house,N,Y,3,Chinatown,94133.0,POINT (-122.412296939 37.800257823),parcel_centroid,167188858908,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
176,202306230731,8,otc alterations permit,2023-06-23T00:00:00.000,7284,001,599,,Skyline,Bl,,,"modify existing fire alarm, 1 new nac panel, 2 ceiling strobes, 5 weatherproof wall strobes, 6 weatherproof wall speakers 31 speaker strobes, 4 smoke detectors and 4 relay modules for new elevator",filed,2023-06-23T10:48:45.000,2023-06-23T10:48:45.000,,,,,3.0,3.0,,Y,20000.0,0.0,club,0.0,club,0.0,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-23T10:50:13.000,in-house,N,Y,7,Lakeshore,94132.0,POINT (-122.494378395 37.711247942),parcel_centroid,1671851226151,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
177,202306230782,8,otc alterations permit,2023-06-23T00:00:00.000,3602,054,4156,,20th,St,,,(1) kitchen and (1) bathroom remodeling in kind. no structural work. no floor layout changes. no wall layout changes.,issued,2023-06-23T15:28:29.000,2023-06-23T14:52:58.000,2023-06-23T15:28:29.000,,,,2.0,2.0,,,35000.0,45000.0,apartments,4.0,apartments,4.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T15:20:46.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.433843164 37.757940155),parcel_centroid,1671909161249,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
178,202306230695,8,otc alterations permit,2023-06-23T00:00:00.000,3137,013,15,,Hazelwood,Av,,,"to comply wi/ complaint # 202308753, building a fence above 6'-0"" over grade, one side is 7'-7"" and one is 7'-3"".",issued,2023-06-23T09:24:04.000,2023-06-23T08:14:27.000,2023-06-23T09:24:04.000,,,,2.0,2.0,,,5000.0,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T09:21:17.000,in-house,N,Y,7,West of Twin Peaks,94112.0,POINT (-122.454236472 37.728912501),parcel_centroid,1671814153137,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
179,202306230749,8,otc alterations permit,2023-06-23T00:00:00.000,0685,043,1700,,Post,St,,,install a hood & duct fire suppression system ul300,issued,2023-06-26T08:35:33.000,2023-06-23T11:37:41.000,2023-06-26T08:35:33.000,,,,2.0,2.0,,Y,3000.0,7400.0,food/beverage hndlng,,food/beverage hndlng,,2,,B,B,5,wood frame (5),5,wood frame (5),,2023-06-26T08:25:21.000,in-house,N,Y,5,Japantown,94115.0,POINT (-122.43010497 37.785751337),parcel_centroid,167187079168,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
180,202306230703,8,otc alterations permit,2023-06-23T00:00:00.000,3150,002A,1,,Santa Ysabel,Av,,,stucco repair and staircase repair up to 50% like for like.,issued,2023-06-23T08:55:41.000,2023-06-23T08:40:29.000,2023-06-23T08:55:41.000,,,,2.0,2.0,,,15000.0,15000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T08:54:01.000,in-house,N,Y,11,Outer Mission,94112.0,POINT (-122.438340922 37.72670559),parcel_centroid,1671822153731,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
181,202306230732,8,otc alterations permit,2023-06-23T00:00:00.000,2163,040,2034,,44th,Av,,,"remodel bath. remove fireplace & wall. replace skylight. add deck & stair ar rear. change to french door to deck on 2nd fl. add full bath & media. convert (e) bedroom to family with kitchenette. relocate front door on 1st fl. replace water heater, furnace. upgrade electrical & plumbing system.",issued,2023-06-23T14:42:45.000,2023-06-23T10:54:16.000,2023-06-23T14:42:45.000,,,Y,2.0,2.0,,,120000.0,120000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:38:07.000,in-house,N,Y,4,Sunset/Parkside,94116.0,POINT (-122.50262327 37.748649052),parcel_centroid,1671854128090,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
182,202306230785,8,otc alterations permit,2023-06-23T00:00:00.000,3270,018,72,,Westgate,Dr,,,revision to permit 202303203963. reconfigure 1/f bedroom and bath.,filed,2023-06-23T14:54:57.000,2023-06-23T14:54:57.000,,,,,2.0,2.0,,,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T15:56:09.000,in-house,N,Y,7,West of Twin Peaks,94127.0,POINT (-122.465520212 37.728021891),parcel_centroid,1671910155549,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
183,202306230710,8,otc alterations permit,2023-06-23T00:00:00.000,2427,004,2515,,26th,Av,,,"1/f: add 1 br,closet,bath,entertainment room and laundry. reconfig (e) bed, bathroomand closet; relocate w/h and furnace to garage; 2/f: add (n) 2/f deck with staircase to rear yard; reconfig location of itnerior staircase; 2/f: remodel and relocate (e) living room, kitchen and dining; int. remodel:",filed,2023-06-23T09:19:24.000,2023-06-23T09:19:24.000,,,,Y,2.0,2.0,,,100000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T09:21:01.000,in-house,N,Y,4,Sunset/Parkside,94116.0,POINT (-122.483366635 37.740494819),parcel_centroid,1671829135563,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
184,202306230770,8,otc alterations permit,2023-06-23T00:00:00.000,0208,013,659,,Merchant,St,,,"supply & install (n) remote notificaation power supply including backup battery. supply and install fire alarm strobe & horn strobes lights, area smoke detectors, pull stations, relay modules. connect all decives to facp & (n) remote notification power supply. meter all conductors for fault test &",issued,2023-06-26T11:03:28.000,2023-06-23T13:18:12.000,2023-06-26T11:03:28.000,,,,3.0,3.0,,Y,10000.0,18720.0,food/beverage hndlng,,food/beverage hndlng,,2,,A-3,A-3,5,wood frame (5),5,wood frame (5),,2023-06-26T11:01:30.000,in-house,N,Y,3,Chinatown,94111.0,POINT (-122.404455102 37.794811719),parcel_centroid,167189262297,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
185,202306230772,8,otc alterations permit,2023-06-23T00:00:00.000,3568,035A,190,,Albion,St,,,to comply with physical inspection report #cc 8589,issued,2023-06-23T13:41:33.000,2023-06-23T13:31:04.000,2023-06-23T13:41:33.000,,,,3.0,3.0,,,1000.0,1000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T13:38:15.000,in-house,N,Y,9,Mission,94110.0,POINT (-122.422931738 37.763491485),parcel_centroid,1671896159057,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
186,202306230718,8,otc alterations permit,2023-06-23T00:00:00.000,1355,053,37,,Presidio,Tr,,,"replace 1 set of french doors, doors only. no frame, wood for wood. true divided lite, visible from street.",issued,2023-06-23T10:45:45.000,2023-06-23T09:59:39.000,2023-06-23T10:45:45.000,,,,2.0,2.0,,,6000.0,6000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T10:42:37.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.461107121 37.788041561),parcel_centroid,167183996664,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
187,202306230744,6,demolitions,2023-06-23T00:00:00.000,2716,038,121,,Yukon,St,0.0,,"demo of three unit,2 story residential bldg.",filed,2023-06-23T11:22:48.000,2023-06-23T11:22:48.000,,,,,2.0,,,,15000.0,,apartments,3.0,,,2,,R-2,,,,,,,2023-06-23T13:22:38.000,in-house,N,Y,8,Twin Peaks,94114.0,POINT (-122.442039074 37.757677091),parcel_centroid,1671866408807,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
188,202306230789,8,otc alterations permit,2023-06-23T00:00:00.000,6178,010,438,,Wilde,Av,,,replace stucco at front of building. approx 40 sf,filed,2023-06-23T15:09:56.000,2023-06-23T15:09:56.000,,,,,2.0,2.0,,,1000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T15:11:12.000,in-house,N,Y,10,Visitacion Valley,94134.0,POINT (-122.405997176 37.717699488),parcel_centroid,1671914383663,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
189,202306230763,8,otc alterations permit,2023-06-23T00:00:00.000,1635,028,652,,10th,Av,,,to obtain final inspection for work approved under pa# 2018-0222-1900: 2018-0319-4081: 2020-0707-9684: all work is complete.,issued,2023-06-23T12:42:34.000,2023-06-23T12:35:44.000,2023-06-23T12:42:34.000,,,,3.0,3.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T12:38:46.000,in-house,N,,1,Inner Richmond,94118.0,POINT (-122.467890477 37.776087351),parcel_centroid,1671893383554,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
190,202306230739,8,otc alterations permit,2023-06-23T00:00:00.000,0663,012,1876,,Bush,St,,,convert (e) storage space into (n) office & gym for lower unit 1876. no changes to (e) bath. no demo or new framing. new conditional area 611 sf is conditioned & ventilated mechanically,filed,2023-06-23T11:05:32.000,2023-06-23T11:05:32.000,,,,,3.0,3.0,,,2000.0,2000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T13:54:36.000,in-house,N,Y,5,Pacific Heights,94109.0,POINT (-122.428133449 37.787987386),parcel_centroid,167186178215,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
191,202306230687,8,otc alterations permit,2023-06-23T00:00:00.000,1842,013,1463,,11th,Av,,,partially remove wall between (e) kitchen and (e) dining for open deign on 2/f.,filed,2023-06-23T07:30:38.000,2023-06-23T07:30:38.000,,,,,2.0,2.0,,,3000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T07:31:27.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.468567326 37.760895568),parcel_centroid,1671806116870,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
192,202306230690,8,otc alterations permit,2023-06-23T00:00:00.000,1533,029,460,A,12th,Av,,,as-builts plans to obtain a final inspection for work approved under previous permit application pa 201612235818.,issued,2023-06-23T10:31:25.000,2023-06-23T07:46:07.000,2023-06-23T10:31:25.000,,,,3.0,3.0,,Y,1.0,1.0,2 family dwelling,2.0,apartments,3.0,2,,R-3,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T10:24:39.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.470292004 37.779578534),parcel_centroid,1671809507393,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
